Ticker,CurrentPrice,PriceWhenAdded,DateAdded,DayPercent,FiveDayPercent,TenDayPercent,MonthPercent,ThreeMonthPercent,YearPercent
CRESY,6.59,6.59,05/16/22,5.46,,,,,
MFIN,8.10,7.58,05/16/22,1.19,,,,,
ZEUS,35.53,31.92,05/16/22,3.85,,,,,
UFCS,32.74,30.21,05/16/22,2.15,,,,,
NMM,28.87,28.47,05/16/22,1.69,,,,,
BMA,14.41,15.95,05/16/22,2.45,,,,,
DAC,75.46,80.69,05/16/22,-0.37,,,,,
KELYA,19.72,18.12,05/16/22,4.80,,,,,
HOLI,15.72,15.46,05/16/22,-1.55,,,,,
BSET,17.05,16.35,05/16/22,2.32,,,,,
TCPC,13.59,13.55,05/16/22,0.52,,,,,
HOPE,14.44,14.13,05/16/22,1.77,,,,,
CLS,11.26,10.74,05/16/22,5.21,,,,,
WNEB,8.40,8.14,05/16/22,2.58,,,,,
KREF,19.13,19.43,05/16/22,1.18,,,,,
RC,13.80,14.64,05/16/22,1.43,,,,,
ACCO,7.30,7.38,05/16/22,3.12,,,,,
RVSB,6.75,6.54,05/16/22,0.15,,,,,
LPG,17.59,15.87,05/17/22,-4.41,,,,,
HMLP,9.06,6.19,05/17/22,-1.94,,,,,
CRESY,6.59,6.95,05/17/22,-3.60,,,,,
ZEUS,35.53,33.15,05/17/22,2.68,,,,,
MFIN,8.10,7.67,05/17/22,-0.26,,,,,
UFCS,32.74,30.86,05/17/22,0.84,,,,,
BMA,14.41,16.34,05/17/22,-4.77,,,,,
NMM,28.87,28.95,05/17/22,-3.87,,,,,
DAC,75.46,80.39,05/17/22,-6.56,,,,,
KELYA,19.72,18.99,05/17/22,0.16,,,,,
HOLI,15.72,15.22,05/17/22,-1.51,,,,,
BSET,17.05,16.73,05/17/22,-4.12,,,,,
TCPC,13.59,13.62,05/17/22,-2.57,,,,,
CLS,11.26,11.30,05/17/22,-1.42,,,,,
HOPE,14.44,14.38,05/17/22,-2.71,,,,,
KREF,19.13,19.66,05/17/22,-0.71,,,,,
RC,13.80,14.85,05/17/22,-1.21,,,,,
WNEB,8.40,8.35,05/17/22,2.04,,,,,
TSBK,25.45,25.69,05/17/22,-0.43,,,,,
ACCO,7.30,7.61,05/17/22,-3.02,,,,,
LPG,17.59,15.17,05/18/22,,,,,,
CRESY,6.59,6.70,05/18/22,,,,,,
HMLP,9.06,6.07,05/18/22,,,,,,
ZEUS,35.53,34.04,05/18/22,,,,,,
UFCS,32.74,31.12,05/18/22,,,,,,
MFIN,8.10,7.65,05/18/22,,,,,,
BMA,14.41,15.56,05/18/22,,,,,,
NMM,28.87,27.83,05/18/22,,,,,,
KELYA,19.72,19.02,05/18/22,,,,,,
BSET,17.05,16.04,05/18/22,,,,,,
HOLI,15.72,14.99,05/18/22,,,,,,
DAC,75.46,75.12,05/18/22,,,,,,
CLS,11.26,11.14,05/18/22,,,,,,
TCPC,13.59,13.27,05/18/22,,,,,,
WNEB,8.40,8.52,05/18/22,,,,,,
RC,13.80,14.67,05/18/22,,,,,,
KREF,19.13,19.52,05/18/22,,,,,,
ACCO,7.30,7.38,05/18/22,,,,,,
TSBK,25.45,25.58,05/18/22,,,,,,
FISI,27.43,27.24,05/18/22,,,,,,
HMLP,9.06,9.06,06/07/22,0,,,,,
LPG,17.59,18.10,06/07/22,-2.82,,,,,
ZEUS,35.53,37.97,06/07/22,-6.43,,,,,
CRESY,6.59,6.81,06/07/22,-3.23,,,,,
UFCS,32.74,33.05,06/07/22,-0.94,,,,,
MFIN,8.10,8.08,06/07/22,0.25,,,,,
SB,4.67,5.04,06/07/22,-7.34,,,,,
NMM,28.87,30.67,06/07/22,-5.87,,,,,
KELYA,19.72,20.16,06/07/22,-2.18,,,,,
HOLI,15.72,15.75,06/07/22,-0.19,,,,,
DAC,75.46,82.08,06/07/22,-8.07,,,,,
CLS,11.26,11.26,06/07/22,0,,,,,
TCPC,13.59,13.66,06/07/22,-0.51,,,,,
WNEB,8.40,8.45,06/07/22,-0.59,,,,,
KREF,19.13,19.46,06/07/22,-1.70,,,,,
ACCO,7.30,7.42,06/07/22,-1.62,,,,,
RC,13.80,14.03,06/07/22,-1.64,,,,,
GEO,6.70,6.95,06/07/22,-3.60,,,,,
PRA,22.42,22.48,06/07/22,-0.27,,,,,
TURN,6.41,6.46,06/07/22,-0.77,,,,,
HMLP,9.06,9.06,06/08/22,,,,,,
LPG,17.59,17.59,06/08/22,,,,,,
ZEUS,35.53,35.53,06/08/22,,,,,,
CRESY,6.59,6.59,06/08/22,,,,,,
UFCS,32.74,32.74,06/08/22,,,,,,
MFIN,8.10,8.10,06/08/22,,,,,,
NMM,28.87,28.87,06/08/22,,,,,,
KELYA,19.72,19.72,06/08/22,,,,,,
HOLI,15.72,15.72,06/08/22,,,,,,
DAC,75.46,75.46,06/08/22,,,,,,
CLS,11.26,11.26,06/08/22,,,,,,
TCPC,13.59,13.59,06/08/22,,,,,,
WNEB,8.40,8.40,06/08/22,,,,,,
KREF,19.13,19.13,06/08/22,,,,,,
ACCO,7.30,7.30,06/08/22,,,,,,
RC,13.80,13.80,06/08/22,,,,,,
GEO,6.70,6.70,06/08/22,,,,,,
PRA,22.42,22.42,06/08/22,,,,,,
TURN,6.41,6.41,06/08/22,,,,,,
RVSB,6.75,6.75,06/08/22,,,,,,
