Ticker,CurrentPrice,PriceWhenAdded,DateAdded,DayPercent,FiveDayPercent,TenDayPercent,MonthPercent,ThreeMonthPercent,YearPercent
BAC,35.56,36.35,06/07/22,-2.17,,,,,
TROW,123.24,126.11,06/07/22,-2.28,,,,,
HIG,71.95,73.43,06/07/22,-2.02,,,,,
STT,68.75,73.01,06/07/22,-5.83,,,,,
BAP,134.26,135.95,06/07/22,-1.24,,,,,
RF,21.57,22.00,06/07/22,-1.95,,,,,
OVV,62.16,62.16,06/08/22,,,,,,
CAT,230.12,230.12,06/08/22,,,,,,
ROST,82.13,82.13,06/08/22,,,,,,
KLAC,357.85,357.85,06/08/22,,,,,,
WRK,48.58,48.58,06/08/22,,,,,,
MGA,66.46,66.46,06/08/22,,,,,,
LKQ,52.13,52.13,06/08/22,,,,,,
ABB,30.70,30.70,06/08/22,,,,,,
TGT,157.74,157.74,06/08/22,,,,,,
PFG,71.60,71.60,06/08/22,,,,,,
FDX,218.80,218.80,06/08/22,,,,,,
CB,209.69,209.69,06/08/22,,,,,,
AMP,272.05,272.05,06/08/22,,,,,,
STX,82.81,82.81,06/08/22,,,,,,
BAC,35.54,35.54,06/08/22,,,,,,
TROW,123.14,123.14,06/08/22,,,,,,
HIG,71.97,71.97,06/08/22,,,,,,
STT,68.58,68.58,06/08/22,,,,,,
BAP,134.26,134.26,06/08/22,,,,,,
RF,21.57,21.57,06/08/22,,,,,,
